0 ['10', '3', '52', '7', '49']
162 ['9', '45', '18', '58', '43']
163 ['9', '45', '18', '58', '43']
164 ['9', '45', '18', '58', '43']
165 ['9', '45', '18', '58', '43']
166 ['9', '45', '18', '58', '43']
167 ['9', '45', '18', '58', '43']
168 ['9', '45', '18', '58', '43']
169 ['9', '45', '18', '58', '43']
180 ['29', '49', '37', '54', '16']
181 ['29', '49', '37', '54', '16']
182 ['29', '49', '37', '54', '16']
183 ['29', '49', '37', '54', '16']
184 ['29', '49', '37', '54', '16']
185 ['29', '49', '37', '54', '16']
186 ['29', '49', '37', '54', '16']
187 ['29', '49', '37', '54', '16']
188 ['29', '49', '37', '54', '16']
189 ['29', '49', '37', '54', '16']
200 ['14', '44', '46', '19', '10']
201 ['14', '44', '46', '19', '10']
202 ['14', '44', '46', '19', '10']
203 ['14', '44', '46', '19', '10']
204 ['14', '44', '46', '19', '10']
205 ['14', '44', '46', '19', '10']
206 ['14', '44', '46', '19', '10']
207 ['14', '44', '46', '19', '10']
208 ['14', '44', '46', '19', '10']
209 ['14', '44', '46', '19', '10']
220 ['44', '28', '32', '1', '60']
221 ['44', '28', '32', '1', '60']
222 ['44', '28', '32', '1', '60']
223 ['44', '28', '32', '1', '60']
224 ['44', '28', '32', '1', '60']
225 ['44', '28', '32', '1', '60']
226 ['44', '28', '32', '1', '60']
227 ['44', '28', '32', '1', '60']
228 ['44', '28', '32', '1', '60']
229 ['44', '28', '32', '1', '60']
240 ['28', '11', '38', '53', '26']
241 ['28', '11', '38', '53', '26']
242 ['28', '11', '38', '53', '26']
243 ['28', '11', '38', '53', '26']
244 ['28', '11', '38', '53', '26']
245 ['28', '11', '38', '53', '26']
246 ['28', '11', '38', '53', '26']
247 ['28', '11', '38', '53', '26']
248 ['28', '11', '38', '53', '26']
249 ['28', '11', '38', '53', '26']
260 ['5', '41', '44', '8', '15']
261 ['5', '41', '44', '8', '15']
262 ['5', '41', '44', '8', '15']
263 ['5', '41', '44', '8', '15']
264 ['5', '41', '44', '8', '15']
265 ['5', '41', '44', '8', '15']
266 ['5', '41', '44', '8', '15']
267 ['5', '41', '44', '8', '15']
268 ['5', '41', '44', '8', '15']
269 ['5', '41', '44', '8', '15']
280 ['47', '40', '14', '21', '25']
281 ['47', '40', '14', '21', '25']
282 ['47', '40', '14', '21', '25']
283 ['47', '40', '14', '21', '25']
284 ['47', '40', '14', '21', '25']
285 ['47', '40', '14', '21', '25']
286 ['47', '40', '14', '21', '25']
287 ['47', '40', '14', '21', '25']
288 ['47', '40', '14', '21', '25']
289 ['47', '40', '14', '21', '25']
300 ['26', '52', '44', '60', '43']
301 ['26', '52', '44', '60', '43']
302 ['26', '52', '44', '60', '43']
303 ['26', '52', '44', '60', '43']
304 ['26', '52', '44', '60', '43']
305 ['26', '52', '44', '60', '43']
306 ['26', '52', '44', '60', '43']
307 ['26', '52', '44', '60', '43']
308 ['26', '52', '44', '60', '43']
309 ['26', '52', '44', '60', '43']
320 ['24', '0', '25', '29', '51']
321 ['24', '0', '25', '29', '51']
322 ['24', '0', '25', '29', '51']
323 ['24', '0', '25', '29', '51']
324 ['24', '0', '25', '29', '51']
325 ['24', '0', '25', '29', '51']
326 ['24', '0', '25', '29', '51']
327 ['24', '0', '25', '29', '51']
328 ['24', '0', '25', '29', '51']
329 ['24', '0', '25', '29', '51']
340 ['51', '44', '11', '44', '42']
341 ['51', '44', '11', '44', '42']
342 ['51', '44', '11', '44', '42']
343 ['51', '44', '11', '44', '42']
344 ['51', '44', '11', '44', '42']
345 ['51', '44', '11', '44', '42']
346 ['51', '44', '11', '44', '42']
347 ['51', '44', '11', '44', '42']
348 ['51', '44', '11', '44', '42']
349 ['51', '44', '11', '44', '42']
360 ['51', '53', '17', '53', '59']
361 ['51', '53', '17', '53', '59']
362 ['51', '53', '17', '53', '59']
363 ['51', '53', '17', '53', '59']
364 ['51', '53', '17', '53', '59']
365 ['51', '53', '17', '53', '59']
366 ['51', '53', '17', '53', '59']
367 ['51', '53', '17', '53', '59']
368 ['51', '53', '17', '53', '59']
369 ['51', '53', '17', '53', '59']
380 ['51', '30', '36', '15', '52']
381 ['51', '30', '36', '15', '52']
382 ['51', '30', '36', '15', '52']
383 ['51', '30', '36', '15', '52']
384 ['51', '30', '36', '15', '52']
385 ['51', '30', '36', '15', '52']
386 ['51', '30', '36', '15', '52']
387 ['51', '30', '36', '15', '52']
388 ['51', '30', '36', '15', '52']
389 ['51', '30', '36', '15', '52']
400 ['51', '38', '38', '52', '24']
401 ['51', '38', '38', '52', '24']
402 ['51', '38', '38', '52', '24']
403 ['51', '38', '38', '52', '24']
404 ['51', '38', '38', '52', '24']
405 ['51', '38', '38', '52', '24']
406 ['51', '38', '38', '52', '24']
407 ['51', '38', '38', '52', '24']
408 ['51', '38', '38', '52', '24']
409 ['51', '38', '38', '52', '24']
420 ['51', '58', '43', '13', '37']
421 ['51', '58', '43', '13', '37']
422 ['51', '58', '43', '13', '37']
423 ['51', '58', '43', '13', '37']
424 ['51', '58', '43', '13', '37']
425 ['51', '58', '43', '13', '37']
426 ['51', '58', '43', '13', '37']
427 ['51', '58', '43', '13', '37']
428 ['51', '58', '43', '13', '37']
429 ['51', '58', '43', '13', '37']
440 ['51', '11', '0', '42', '6']
441 ['51', '11', '0', '42', '6']
442 ['51', '11', '0', '42', '6']
443 ['51', '11', '0', '42', '6']
444 ['51', '11', '0', '42', '6']
445 ['51', '11', '0', '42', '6']
446 ['51', '11', '0', '42', '6']
447 ['51', '11', '0', '42', '6']
448 ['51', '11', '0', '42', '6']
449 ['51', '11', '0', '42', '6']
460 ['51', '11', '12', '5', '8']
461 ['51', '11', '12', '5', '8']
462 ['51', '11', '12', '5', '8']
463 ['51', '11', '12', '5', '8']
464 ['51', '11', '12', '5', '8']
465 ['51', '11', '12', '5', '8']
466 ['51', '11', '12', '5', '8']
467 ['51', '11', '12', '5', '8']
468 ['51', '11', '12', '5', '8']
469 ['51', '11', '12', '5', '8']
480 ['51', '45', '57', '52', '44']
481 ['51', '45', '57', '52', '44']
482 ['51', '45', '57', '52', '44']
483 ['51', '45', '57', '52', '44']
484 ['51', '45', '57', '52', '44']
485 ['51', '45', '57', '52', '44']
486 ['51', '45', '57', '52', '44']
487 ['51', '45', '57', '52', '44']
488 ['51', '45', '57', '52', '44']
489 ['51', '45', '57', '52', '44']
500 ['51', '43', '17', '42', '13']
501 ['51', '43', '17', '42', '13']
502 ['51', '43', '17', '42', '13']
503 ['51', '43', '17', '42', '13']
504 ['51', '43', '17', '42', '13']
505 ['51', '43', '17', '42', '13']
506 ['51', '43', '17', '42', '13']
507 ['51', '43', '17', '42', '13']
508 ['51', '43', '17', '42', '13']
509 ['51', '43', '17', '42', '13']
520 ['51', '48', '1', '50', '49']
521 ['51', '48', '1', '50', '49']
522 ['51', '48', '1', '50', '49']
523 ['51', '48', '1', '50', '49']
524 ['51', '48', '1', '50', '49']
525 ['51', '48', '1', '50', '49']
526 ['51', '48', '1', '50', '49']
527 ['51', '48', '1', '50', '49']
528 ['51', '48', '1', '50', '49']
529 ['51', '48', '1', '50', '49']
540 ['51', '57', '29', '23', '7']
541 ['51', '57', '29', '23', '7']
542 ['51', '57', '29', '23', '7']
543 ['51', '57', '29', '23', '7']
544 ['51', '57', '29', '23', '7']
545 ['51', '57', '29', '23', '7']
546 ['51', '57', '29', '23', '7']
547 ['51', '57', '29', '23', '7']
548 ['51', '57', '29', '23', '7']
549 ['51', '57', '29', '23', '7']
560 ['51', '17', '42', '10', '29']
561 ['51', '17', '42', '10', '29']
562 ['51', '17', '42', '10', '29']
563 ['51', '17', '42', '10', '29']
564 ['51', '17', '42', '10', '29']
565 ['51', '17', '42', '10', '29']
566 ['51', '17', '42', '10', '29']
567 ['51', '17', '42', '10', '29']
568 ['51', '17', '42', '10', '29']
569 ['51', '17', '42', '10', '29']
580 ['51', '54', '37', '13', '27']
581 ['51', '54', '37', '13', '27']
582 ['51', '54', '37', '13', '27']
583 ['51', '54', '37', '13', '27']
584 ['51', '54', '37', '13', '27']
585 ['51', '54', '37', '13', '27']
586 ['51', '54', '37', '13', '27']
587 ['51', '54', '37', '13', '27']
588 ['51', '54', '37', '13', '27']
589 ['51', '54', '37', '13', '27']
600 ['51', '20', '49', '36', '59']
601 ['51', '20', '49', '36', '59']
602 ['51', '20', '49', '36', '59']
603 ['51', '20', '49', '36', '59']
604 ['51', '20', '49', '36', '59']
605 ['51', '20', '49', '36', '59']
606 ['51', '20', '49', '36', '59']
607 ['51', '20', '49', '36', '59']
608 ['51', '20', '49', '36', '59']
609 ['51', '20', '49', '36', '59']
620 ['51', '55', '16', '47', '2']
621 ['51', '55', '16', '47', '2']
622 ['51', '55', '16', '47', '2']
623 ['51', '55', '16', '47', '2']
624 ['51', '55', '16', '47', '2']
625 ['51', '55', '16', '47', '2']
626 ['51', '55', '16', '47', '2']
627 ['51', '55', '16', '47', '2']
628 ['51', '55', '16', '47', '2']
629 ['51', '55', '16', '47', '2']
640 ['51', '5', '5', '55', '39']
641 ['51', '5', '5', '55', '39']
642 ['51', '5', '5', '55', '39']
643 ['51', '5', '5', '55', '39']
644 ['51', '5', '5', '55', '39']
645 ['51', '5', '5', '55', '39']
646 ['51', '5', '5', '55', '39']
647 ['51', '5', '5', '55', '39']
648 ['51', '5', '5', '55', '39']
649 ['51', '5', '5', '55', '39']
660 ['51', '16', '34', '33', '39']
661 ['51', '16', '34', '33', '39']
662 ['51', '16', '34', '33', '39']
663 ['51', '16', '34', '33', '39']
664 ['51', '16', '34', '33', '39']
665 ['51', '16', '34', '33', '39']
666 ['51', '16', '34', '33', '39']
667 ['51', '16', '34', '33', '39']
668 ['51', '16', '34', '33', '39']
669 ['51', '16', '34', '33', '39']
680 ['51', '30', '41', '34', '0']
681 ['51', '30', '41', '34', '0']
682 ['51', '30', '41', '34', '0']
683 ['51', '30', '41', '34', '0']
684 ['51', '30', '41', '34', '0']
685 ['51', '30', '41', '34', '0']
686 ['51', '30', '41', '34', '0']
687 ['51', '30', '41', '34', '0']
688 ['51', '30', '41', '34', '0']
689 ['51', '30', '41', '34', '0']
700 ['53', '43', '41', '51', '45']
701 ['53', '43', '41', '51', '45']
702 ['53', '43', '41', '51', '45']
703 ['53', '43', '41', '51', '45']
704 ['53', '43', '41', '51', '45']
705 ['53', '43', '41', '51', '45']
706 ['53', '43', '41', '51', '45']
707 ['53', '43', '41', '51', '45']
708 ['53', '43', '41', '51', '45']
709 ['53', '43', '41', '51', '45']
720 ['51', '7', '31', '38', '61']
721 ['51', '7', '31', '38', '61']
722 ['51', '7', '31', '38', '61']
723 ['51', '7', '31', '38', '61']
724 ['51', '7', '31', '38', '61']
725 ['51', '7', '31', '38', '61']
726 ['51', '7', '31', '38', '61']
727 ['51', '7', '31', '38', '61']
728 ['51', '7', '31', '38', '61']
729 ['51', '7', '31', '38', '61']
740 ['51', '38', '36', '31', '52']
741 ['51', '38', '36', '31', '52']
742 ['51', '38', '36', '31', '52']
743 ['51', '38', '36', '31', '52']
744 ['51', '38', '36', '31', '52']
745 ['51', '38', '36', '31', '52']
746 ['51', '38', '36', '31', '52']
747 ['51', '38', '36', '31', '52']
748 ['51', '38', '36', '31', '52']
749 ['51', '38', '36', '31', '52']
760 ['51', '46', '55', '50', '1']
761 ['51', '46', '55', '50', '1']
762 ['51', '46', '55', '50', '1']
763 ['51', '46', '55', '50', '1']
764 ['51', '46', '55', '50', '1']
765 ['51', '46', '55', '50', '1']
766 ['51', '46', '55', '50', '1']
767 ['51', '46', '55', '50', '1']
768 ['51', '46', '55', '50', '1']
769 ['51', '46', '55', '50', '1']
780 ['51', '36', '33', '10', '11']
781 ['51', '36', '33', '10', '11']
782 ['51', '36', '33', '10', '11']
783 ['51', '36', '33', '10', '11']
784 ['51', '36', '33', '10', '11']
785 ['51', '36', '33', '10', '11']
786 ['51', '36', '33', '10', '11']
787 ['51', '36', '33', '10', '11']
788 ['51', '36', '33', '10', '11']
789 ['51', '36', '33', '10', '11']
800 ['51', '39', '61', '41', '13']
801 ['51', '39', '61', '41', '13']
802 ['51', '39', '61', '41', '13']
803 ['51', '39', '61', '41', '13']
804 ['51', '39', '61', '41', '13']
805 ['51', '39', '61', '41', '13']
806 ['51', '39', '61', '41', '13']
807 ['51', '39', '61', '41', '13']
808 ['51', '39', '61', '41', '13']
809 ['51', '39', '61', '41', '13']
820 ['51', '8', '58', '42', '16']
821 ['51', '8', '58', '42', '16']
822 ['51', '8', '58', '42', '16']
823 ['51', '8', '58', '42', '16']
824 ['51', '8', '58', '42', '16']
825 ['51', '8', '58', '42', '16']
826 ['51', '8', '58', '42', '16']
827 ['51', '8', '58', '42', '16']
828 ['51', '8', '58', '42', '16']
829 ['51', '8', '58', '42', '16']
840 ['51', '60', '18', '37', '3']
841 ['51', '60', '18', '37', '3']
842 ['51', '60', '18', '37', '3']
843 ['51', '60', '18', '37', '3']
844 ['51', '60', '18', '37', '3']
845 ['51', '60', '18', '37', '3']
846 ['51', '60', '18', '37', '3']
847 ['51', '60', '18', '37', '3']
848 ['51', '60', '18', '37', '3']
849 ['51', '60', '18', '37', '3']
860 ['51', '20', '25', '0', '50']
861 ['51', '20', '25', '0', '50']
862 ['51', '20', '25', '0', '50']
863 ['51', '20', '25', '0', '50']
864 ['51', '20', '25', '0', '50']
865 ['51', '20', '25', '0', '50']
866 ['51', '20', '25', '0', '50']
867 ['51', '20', '25', '0', '50']
868 ['51', '20', '25', '0', '50']
869 ['51', '20', '25', '0', '50']
880 ['44', '18', '28', '51', '14']
881 ['44', '18', '28', '51', '14']
882 ['44', '18', '28', '51', '14']
883 ['44', '18', '28', '51', '14']
884 ['44', '18', '28', '51', '14']
885 ['44', '18', '28', '51', '14']
886 ['44', '18', '28', '51', '14']
887 ['44', '18', '28', '51', '14']
888 ['44', '18', '28', '51', '14']
889 ['44', '18', '28', '51', '14']
900 ['51', '44', '56', '55', '38']
901 ['51', '44', '56', '55', '38']
902 ['51', '44', '56', '55', '38']
903 ['51', '44', '56', '55', '38']
904 ['51', '44', '56', '55', '38']
905 ['51', '44', '56', '55', '38']
906 ['51', '44', '56', '55', '38']
907 ['51', '44', '56', '55', '38']
908 ['51', '44', '56', '55', '38']
909 ['51', '44', '56', '55', '38']
920 ['51', '57', '1', '34', '21']
921 ['51', '57', '1', '34', '21']
922 ['51', '57', '1', '34', '21']
923 ['51', '57', '1', '34', '21']
924 ['51', '57', '1', '34', '21']
925 ['51', '57', '1', '34', '21']
926 ['51', '57', '1', '34', '21']
927 ['51', '57', '1', '34', '21']
928 ['51', '57', '1', '34', '21']
929 ['51', '57', '1', '34', '21']
940 ['51', '52', '27', '44', '6']
941 ['51', '52', '27', '44', '6']
942 ['51', '52', '27', '44', '6']
943 ['51', '52', '27', '44', '6']
944 ['51', '52', '27', '44', '6']
945 ['51', '52', '27', '44', '6']
946 ['51', '52', '27', '44', '6']
947 ['51', '52', '27', '44', '6']
948 ['51', '52', '27', '44', '6']
949 ['51', '52', '27', '44', '6']
960 ['51', '6', '52', '57', '6']
961 ['51', '6', '52', '57', '6']
962 ['51', '6', '52', '57', '6']
963 ['51', '6', '52', '57', '6']
964 ['51', '6', '52', '57', '6']
965 ['51', '52', '6', '15', '25']
966 ['51', '52', '6', '15', '25']
967 ['51', '52', '6', '15', '25']
968 ['51', '52', '6', '15', '25']
969 ['51', '52', '6', '15', '25']
970 ['51', '52', '6', '15', '25']
971 ['51', '52', '6', '15', '25']
972 ['51', '52', '6', '15', '25']
973 ['51', '52', '6', '15', '25']
974 ['51', '52', '6', '15', '25']
975 ['51', '52', '6', '15', '25']
986 ['51', '52', '6', '25', '28']
987 ['51', '52', '6', '25', '28']
988 ['51', '52', '6', '25', '28']
989 ['51', '52', '6', '25', '28']
990 ['51', '52', '6', '25', '28']
991 ['51', '52', '6', '25', '28']
992 ['51', '52', '6', '25', '28']
993 ['51', '52', '6', '25', '28']
994 ['51', '52', '6', '25', '28']
995 ['51', '52', '6', '25', '28']
1006 ['51', '52', '6', '25', '39']
1007 ['51', '52', '6', '25', '39']
1008 ['51', '52', '6', '25', '39']
1009 ['51', '52', '6', '25', '39']
1010 ['51', '52', '6', '25', '39']
1011 ['51', '52', '6', '25', '39']
1012 ['51', '52', '6', '25', '39']
1013 ['51', '52', '6', '25', '39']
1014 ['51', '52', '6', '25', '39']
1015 ['51', '52', '6', '25', '39']
1026 ['51', '52', '6', '25', '54']
1027 ['51', '52', '6', '25', '54']
1028 ['51', '52', '6', '25', '54']
1029 ['51', '52', '6', '25', '54']
1030 ['51', '52', '6', '25', '54']
1031 ['51', '52', '6', '25', '54']
1032 ['51', '52', '6', '25', '54']
1033 ['51', '52', '6', '25', '54']
1034 ['51', '52', '6', '25', '54']
1035 ['51', '52', '6', '25', '54']
1046 ['51', '52', '6', '25', '59']
1047 ['51', '52', '6', '25', '59']
1048 ['51', '52', '6', '25', '59']
1049 ['51', '52', '6', '25', '59']
1050 ['51', '52', '6', '25', '59']
1051 ['51', '52', '6', '25', '59']
1052 ['51', '52', '6', '25', '59']
1053 ['51', '52', '6', '25', '59']
1054 ['51', '52', '6', '25', '59']
1055 ['51', '52', '6', '25', '59']
1066 ['6', '25', '52', '51', '13']
1067 ['6', '25', '52', '51', '13']
1068 ['6', '25', '52', '51', '13']
1069 ['6', '25', '52', '51', '13']
1070 ['6', '25', '52', '51', '13']
1071 ['6', '25', '52', '51', '13']
1072 ['6', '25', '52', '51', '54']
1073 ['6', '25', '52', '51', '54']
1074 ['6', '25', '52', '51', '54']
1075 ['6', '25', '52', '51', '54']
1076 ['6', '25', '52', '51', '54']
1077 ['6', '25', '52', '51', '54']
1078 ['6', '25', '52', '51', '54']
1079 ['6', '25', '52', '51', '54']
1080 ['6', '25', '52', '51', '54']
1081 ['6', '25', '52', '51', '54']
1082 ['6', '25', '52', '51', '54']
1093 ['6', '25', '52', '51', '1']
1094 ['6', '25', '52', '51', '1']
1095 ['6', '25', '52', '51', '1']
1096 ['6', '25', '52', '51', '1']
1097 ['6', '25', '52', '51', '1']
1098 ['6', '25', '52', '51', '1']
1099 ['6', '25', '52', '51', '1']
1100 ['6', '25', '52', '51', '1']
1101 ['6', '25', '52', '51', '1']
1102 ['6', '25', '52', '51', '1']
1113 ['6', '25', '52', '51', '2']
1114 ['6', '52', '51', '25', '59']
1115 ['6', '52', '51', '25', '59']
1116 ['6', '52', '51', '25', '59']
1117 ['6', '52', '51', '25', '59']
1118 ['6', '52', '51', '25', '59']
1119 ['6', '52', '51', '25', '59']
1120 ['6', '52', '51', '25', '59']
1121 ['6', '52', '51', '25', '59']
1122 ['6', '52', '51', '25', '59']
1123 ['6', '52', '51', '25', '59']
1124 ['6', '52', '51', '25', '59']
1135 ['6', '52', '51', '25', '59']
1136 ['6', '52', '51', '25', '59']
1137 ['6', '52', '51', '25', '59']
1138 ['6', '52', '51', '25', '59']
1139 ['6', '52', '51', '25', '59']
1140 ['6', '52', '51', '25', '59']
1141 ['6', '52', '51', '25', '59']
1142 ['6', '52', '51', '25', '59']
1143 ['6', '52', '51', '25', '59']
1144 ['6', '52', '51', '25', '59']
1155 ['6', '52', '51', '25', '34']
1156 ['6', '52', '51', '25', '34']
1157 ['6', '52', '51', '25', '34']
1158 ['6', '52', '51', '25', '34']
1159 ['6', '52', '51', '25', '34']
1160 ['6', '52', '51', '25', '34']
1161 ['52', '51', '25', '6', '59']
1162 ['52', '51', '25', '6', '59']
1163 ['52', '51', '25', '6', '59']
1164 ['52', '51', '25', '6', '59']
1165 ['52', '51', '25', '6', '59']
1166 ['52', '51', '25', '6', '59']
1167 ['52', '51', '25', '6', '59']
1168 ['52', '51', '25', '6', '59']
1169 ['52', '51', '25', '6', '59']
1170 ['52', '51', '25', '6', '59']
1171 ['52', '51', '25', '6', '59']
1182 ['52', '51', '25', '6', '54']
1183 ['52', '51', '25', '6', '54']
1184 ['52', '51', '25', '6', '54']
1185 ['52', '51', '25', '6', '54']
1186 ['52', '51', '25', '6', '54']
1187 ['52', '51', '25', '6', '54']
1188 ['52', '51', '25', '6', '54']
1189 ['52', '51', '25', '6', '54']
1190 ['52', '51', '25', '6', '54']
1191 ['52', '51', '25', '6', '54']
1202 ['52', '25', '6', '51', '8']
1203 ['52', '25', '6', '51', '8']
1204 ['52', '25', '6', '51', '8']
1205 ['52', '25', '6', '51', '8']
1206 ['52', '25', '6', '51', '8']
1207 ['52', '25', '6', '51', '8']
1208 ['52', '25', '6', '51', '8']
1209 ['52', '25', '6', '51', '8']
1210 ['52', '25', '6', '51', '8']
1211 ['52', '25', '6', '51', '8']
1222 ['6', '51', '52', '25', '54']
1223 ['6', '51', '52', '25', '54']
1224 ['6', '51', '52', '25', '54']
1225 ['6', '51', '52', '25', '54']
1226 ['6', '51', '52', '25', '54']
1227 ['6', '51', '52', '25', '54']
1228 ['6', '51', '52', '25', '54']
1229 ['6', '51', '52', '25', '54']
1230 ['6', '51', '52', '25', '54']
1231 ['6', '51', '52', '25', '54']
1242 ['6', '52', '25', '51', '59']
1243 ['6', '52', '25', '51', '59']
1244 ['6', '52', '25', '51', '59']
1245 ['6', '52', '25', '51', '59']
1246 ['6', '52', '25', '51', '59']
1247 ['6', '52', '25', '51', '59']
1248 ['6', '52', '25', '51', '59']
1249 ['6', '52', '25', '51', '59']
1250 ['6', '52', '25', '51', '59']
1251 ['6', '52', '25', '51', '59']
1262 ['6', '52', '51', '25', '59']
1263 ['6', '52', '51', '25', '59']
1264 ['6', '52', '51', '25', '59']
1265 ['6', '52', '51', '25', '59']
1266 ['6', '52', '51', '25', '59']
1267 ['6', '52', '51', '25', '59']
1268 ['6', '52', '51', '25', '59']
1269 ['6', '52', '51', '25', '59']
1270 ['6', '52', '51', '25', '59']
1271 ['6', '52', '51', '25', '59']
1282 ['6', '52', '51', '25', '59']
1283 ['6', '52', '51', '25', '59']
1284 ['6', '52', '51', '25', '59']
1285 ['6', '52', '51', '25', '59']
1286 ['6', '52', '51', '25', '59']
1287 ['6', '52', '51', '25', '59']
1288 ['6', '52', '51', '25', '59']
1289 ['6', '52', '51', '25', '59']
1290 ['6', '52', '51', '25', '59']
1291 ['6', '52', '51', '25', '59']
1302 ['6', '51', '25', '52', '47']
1303 ['6', '51', '25', '52', '47']
1304 ['6', '51', '25', '52', '47']
1305 ['6', '51', '25', '52', '47']
1306 ['6', '51', '25', '52', '47']
1307 ['6', '51', '25', '52', '47']
1308 ['6', '51', '25', '52', '47']
1309 ['6', '51', '25', '52', '1']
1310 ['6', '51', '25', '52', '1']
1311 ['6', '51', '25', '52', '1']
1312 ['6', '51', '25', '52', '1']
1313 ['6', '51', '25', '52', '1']
1314 ['6', '51', '25', '52', '1']
1315 ['6', '51', '25', '52', '1']
1316 ['6', '51', '25', '52', '1']
1317 ['6', '51', '25', '52', '1']
1318 ['6', '51', '25', '52', '1']
1319 ['6', '51', '25', '52', '1']
1330 ['6', '25', '52', '51', '59']
1331 ['6', '25', '52', '51', '59']
1332 ['6', '25', '52', '51', '59']
1333 ['6', '25', '52', '51', '59']
1334 ['6', '25', '52', '51', '59']
1335 ['6', '25', '52', '51', '59']
1336 ['6', '25', '52', '51', '59']
1337 ['6', '25', '52', '51', '59']
1338 ['6', '25', '52', '51', '59']
1339 ['6', '25', '52', '51', '59']
1350 ['6', '25', '52', '51', '54']
1351 ['6', '25', '52', '51', '54']
1352 ['6', '25', '52', '51', '54']
1353 ['6', '25', '52', '51', '54']
1354 ['6', '25', '52', '51', '54']
1355 ['6', '25', '52', '51', '54']
1356 ['6', '25', '52', '51', '54']
1357 ['6', '25', '52', '51', '54']
1358 ['6', '25', '52', '51', '54']
1359 ['6', '25', '52', '51', '54']
1370 ['6', '25', '52', '51', '58']
1371 ['6', '25', '52', '51', '58']
1372 ['6', '25', '52', '51', '58']
1373 ['6', '25', '52', '51', '58']
1374 ['6', '25', '52', '51', '58']
1375 ['6', '25', '52', '51', '58']
1376 ['6', '25', '52', '51', '58']
1377 ['6', '25', '52', '51', '58']
1378 ['6', '25', '52', '51', '58']
1379 ['6', '25', '52', '51', '58']
1390 ['25', '52', '51', '6', '1']
1391 ['25', '52', '51', '6', '1']
1392 ['25', '52', '51', '6', '1']
1393 ['25', '52', '51', '6', '1']
1394 ['25', '52', '51', '6', '1']
1395 ['25', '52', '51', '6', '1']
1396 ['25', '52', '51', '6', '1']
1397 ['25', '52', '51', '6', '1']
1398 ['25', '52', '51', '6', '1']
1399 ['25', '52', '51', '6', '1']
1410 ['25', '52', '6', '51', '1']
1411 ['25', '52', '6', '51', '1']
1412 ['25', '52', '6', '51', '1']
1413 ['25', '52', '6', '51', '1']
