0 ['5', '58', '2', '57', '20', '44', '16', '31']
178 ['1', '25', '52', '51', '59', '5', '6', '54']
179 ['1', '25', '52', '51', '59', '5', '6', '54']
180 ['1', '25', '52', '51', '59', '5', '6', '54']
191 ['25', '52', '51', '59', '6', '1', '5', '9']
192 ['25', '52', '51', '59', '6', '1', '5', '9']
193 ['25', '52', '51', '59', '6', '1', '5', '9']
194 ['25', '52', '51', '59', '6', '1', '5', '9']
195 ['25', '52', '51', '59', '6', '1', '5', '9']
196 ['25', '52', '51', '59', '6', '1', '5', '9']
197 ['25', '52', '51', '59', '6', '1', '5', '9']
198 ['25', '52', '51', '59', '6', '1', '5', '54']
199 ['25', '52', '51', '59', '6', '1', '5', '54']
200 ['25', '52', '51', '59', '6', '1', '5', '54']
201 ['25', '52', '51', '59', '6', '1', '5', '54']
202 ['25', '52', '51', '59', '6', '1', '5', '54']
203 ['25', '52', '51', '59', '6', '1', '5', '54']
204 ['25', '52', '51', '59', '6', '1', '5', '54']
205 ['25', '52', '51', '59', '6', '1', '5', '54']
206 ['25', '52', '51', '59', '6', '1', '5', '54']
207 ['25', '52', '51', '59', '6', '1', '5', '54']
208 ['25', '52', '51', '59', '6', '1', '5', '54']
219 ['25', '52', '51', '59', '6', '1', '5', '45']
220 ['25', '52', '51', '59', '6', '1', '5', '45']
221 ['25', '52', '51', '59', '6', '1', '5', '45']
222 ['25', '52', '51', '59', '6', '1', '5', '45']
223 ['25', '52', '51', '59', '6', '1', '5', '45']
224 ['25', '52', '51', '59', '6', '1', '5', '45']
225 ['25', '52', '51', '59', '6', '1', '5', '45']
226 ['25', '52', '51', '59', '6', '1', '5', '45']
227 ['25', '52', '51', '59', '6', '1', '5', '45']
228 ['25', '52', '51', '59', '6', '1', '5', '45']
239 ['25', '52', '59', '6', '1', '5', '51', '8']
240 ['25', '52', '59', '6', '1', '5', '51', '8']
241 ['25', '52', '59', '6', '1', '5', '51', '8']
242 ['25', '52', '59', '6', '1', '5', '51', '8']
243 ['25', '52', '59', '6', '1', '5', '51', '8']
244 ['25', '52', '59', '6', '1', '5', '51', '8']
245 ['25', '52', '59', '6', '1', '5', '51', '8']
246 ['25', '52', '59', '6', '1', '5', '51', '8']
247 ['25', '52', '59', '6', '1', '5', '51', '8']
248 ['25', '52', '59', '6', '1', '5', '51', '8']
259 ['59', '6', '1', '5', '52', '51', '25', '54']
260 ['59', '6', '1', '5', '52', '51', '25', '54']
261 ['59', '6', '1', '5', '52', '51', '25', '54']
262 ['59', '6', '1', '5', '52', '51', '25', '54']
263 ['59', '6', '1', '5', '52', '51', '25', '54']
264 ['59', '6', '1', '5', '52', '51', '25', '54']
265 ['59', '6', '1', '5', '52', '51', '25', '54']
266 ['59', '6', '1', '5', '52', '51', '25', '54']
267 ['59', '6', '1', '5', '52', '51', '25', '54']
268 ['59', '6', '1', '5', '52', '51', '25', '54']
279 ['59', '6', '5', '51', '52', '25', '1', '20']
280 ['59', '6', '5', '51', '52', '25', '1', '20']
281 ['59', '6', '5', '51', '52', '25', '1', '20']
282 ['59', '6', '5', '51', '52', '25', '1', '20']
283 ['59', '6', '5', '51', '52', '25', '1', '20']
284 ['59', '6', '5', '51', '52', '25', '1', '20']
285 ['59', '6', '5', '51', '52', '25', '1', '20']
286 ['59', '6', '5', '51', '52', '25', '1', '20']
287 ['51', '52', '25', '1', '6', '59', '5', '54']
288 ['51', '52', '25', '1', '6', '59', '5', '54']
289 ['51', '52', '25', '1', '6', '59', '5', '54']
290 ['51', '52', '25', '1', '6', '59', '5', '54']
291 ['51', '52', '25', '1', '6', '59', '5', '54']
292 ['51', '52', '25', '1', '6', '59', '5', '54']
293 ['51', '52', '25', '1', '6', '59', '5', '54']
294 ['51', '52', '25', '1', '6', '59', '5', '54']
295 ['51', '52', '25', '1', '6', '59', '5', '54']
296 ['51', '52', '25', '1', '6', '59', '5', '54']
297 ['51', '52', '25', '1', '6', '59', '5', '54']
308 ['51', '52', '25', '1', '6', '5', '59', '44']
309 ['51', '52', '25', '1', '6', '5', '59', '44']
310 ['51', '52', '25', '1', '6', '5', '59', '44']
311 ['51', '52', '25', '1', '6', '5', '59', '44']
312 ['51', '52', '25', '1', '6', '5', '59', '44']
313 ['51', '52', '25', '1', '6', '5', '59', '44']
314 ['51', '52', '25', '1', '6', '5', '59', '44']
315 ['51', '52', '25', '1', '6', '5', '59', '44']
316 ['51', '52', '25', '1', '6', '5', '59', '44']
317 ['51', '52', '25', '1', '6', '5', '59', '44']
328 ['52', '1', '5', '59', '6', '25', '51', '54']
329 ['52', '1', '5', '59', '6', '25', '51', '54']
330 ['52', '1', '5', '59', '6', '25', '51', '54']
331 ['52', '1', '5', '59', '6', '25', '51', '54']
332 ['52', '1', '5', '59', '6', '25', '51', '54']
333 ['52', '1', '5', '59', '6', '25', '51', '54']
334 ['52', '1', '5', '59', '6', '25', '51', '54']
335 ['52', '1', '5', '59', '6', '25', '51', '54']
336 ['52', '1', '5', '59', '6', '25', '51', '54']
337 ['52', '1', '5', '59', '6', '25', '51', '54']
338 ['52', '1', '5', '59', '6', '25', '51', '54']
349 ['52', '1', '5', '59', '6', '25', '51', '52']
350 ['52', '1', '5', '59', '6', '25', '51', '52']
351 ['52', '1', '5', '59', '6', '25', '51', '52']
352 ['52', '1', '5', '59', '6', '25', '51', '52']
353 ['52', '1', '5', '59', '6', '25', '51', '52']
354 ['52', '1', '5', '59', '6', '25', '51', '52']
355 ['52', '1', '5', '59', '6', '25', '51', '52']
356 ['52', '1', '5', '59', '6', '25', '51', '52']
357 ['52', '1', '5', '59', '6', '25', '51', '52']
358 ['52', '1', '5', '59', '6', '25', '51', '52']
369 ['1', '5', '59', '6', '25', '51', '52', '24']
370 ['1', '5', '59', '6', '25', '51', '52', '24']
371 ['1', '5', '59', '6', '25', '51', '52', '24']
372 ['1', '5', '59', '6', '25', '51', '52', '24']
373 ['1', '5', '59', '6', '25', '51', '52', '24']
374 ['1', '5', '59', '6', '25', '51', '52', '24']
375 ['1', '5', '59', '6', '25', '51', '52', '24']
376 ['1', '5', '59', '6', '25', '51', '52', '24']
377 ['1', '5', '59', '6', '25', '51', '52', '24']
378 ['1', '5', '59', '6', '25', '51', '52', '24']
389 ['1', '5', '59', '51', '52', '6', '25', '40']
390 ['1', '5', '59', '51', '52', '6', '25', '40']
391 ['1', '5', '59', '51', '52', '6', '25', '40']
392 ['1', '5', '59', '51', '52', '6', '25', '40']
393 ['1', '5', '59', '51', '52', '6', '25', '40']
394 ['1', '5', '59', '51', '52', '6', '25', '40']
395 ['1', '5', '59', '51', '52', '6', '25', '40']
396 ['1', '5', '59', '51', '52', '6', '25', '40']
397 ['1', '5', '59', '51', '52', '6', '25', '40']
398 ['1', '5', '59', '51', '52', '6', '25', '40']
409 ['1', '5', '59', '52', '6', '25', '51', '37']
410 ['1', '5', '59', '52', '6', '25', '51', '37']
411 ['1', '5', '59', '52', '6', '25', '51', '37']
412 ['1', '5', '59', '52', '6', '25', '51', '37']
413 ['1', '5', '59', '52', '6', '25', '51', '37']
414 ['1', '5', '59', '52', '6', '25', '51', '37']
415 ['1', '5', '59', '52', '6', '25', '51', '37']
416 ['1', '5', '59', '52', '6', '25', '51', '37']
417 ['1', '5', '59', '52', '6', '25', '51', '37']
418 ['1', '5', '59', '52', '6', '25', '51', '37']
429 ['1', '52', '6', '25', '51', '59', '5', '24']
430 ['1', '52', '6', '25', '51', '59', '5', '24']
431 ['1', '52', '6', '25', '51', '59', '5', '24']
432 ['1', '52', '6', '25', '51', '59', '5', '24']
433 ['1', '52', '6', '25', '51', '59', '5', '24']
434 ['1', '52', '6', '25', '51', '59', '5', '24']
435 ['1', '52', '6', '25', '51', '59', '5', '24']
436 ['1', '52', '6', '25', '51', '59', '5', '24']
437 ['1', '52', '6', '25', '51', '59', '5', '24']
438 ['1', '52', '6', '25', '51', '59', '5', '24']
449 ['52', '51', '59', '25', '5', '6', '1', '51']
450 ['52', '51', '59', '25', '5', '6', '1', '51']
451 ['52', '51', '59', '25', '5', '6', '1', '51']
452 ['52', '51', '59', '25', '5', '6', '1', '51']
453 ['52', '51', '59', '25', '5', '6', '1', '51']
454 ['52', '51', '59', '25', '5', '6', '1', '51']
455 ['52', '51', '59', '25', '5', '6', '1', '51']
456 ['52', '51', '59', '25', '5', '6', '1', '51']
457 ['52', '51', '59', '25', '5', '6', '1', '51']
458 ['52', '51', '59', '25', '5', '6', '1', '51']
469 ['52', '59', '25', '5', '6', '1', '51', '2']
470 ['52', '59', '25', '5', '6', '1', '51', '2']
471 ['52', '59', '25', '5', '6', '1', '51', '2']
472 ['52', '59', '25', '5', '6', '1', '51', '2']
473 ['52', '59', '25', '5', '6', '1', '51', '2']
474 ['52', '59', '25', '5', '6', '1', '51', '2']
475 ['52', '59', '25', '5', '6', '1', '51', '2']
476 ['52', '59', '25', '5', '6', '1', '51', '2']
477 ['52', '59', '25', '5', '6', '1', '51', '2']
478 ['52', '59', '25', '5', '6', '1', '51', '2']
489 ['52', '59', '5', '6', '51', '1', '25', '28']
490 ['52', '59', '5', '6', '51', '1', '25', '28']
491 ['52', '59', '5', '6', '51', '1', '25', '28']
492 ['52', '59', '5', '6', '51', '1', '25', '28']
493 ['52', '59', '5', '6', '51', '1', '25', '28']
494 ['52', '59', '5', '6', '51', '1', '25', '28']
495 ['52', '59', '5', '6', '51', '1', '25', '28']
496 ['52', '59', '5', '6', '51', '1', '25', '28']
497 ['52', '59', '5', '6', '51', '1', '25', '28']
498 ['52', '59', '5', '6', '51', '1', '25', '28']
509 ['52', '5', '6', '51', '1', '25', '59', '31']
510 ['52', '5', '6', '51', '1', '25', '59', '31']
511 ['52', '5', '6', '51', '1', '25', '59', '31']
512 ['52', '5', '6', '51', '1', '25', '59', '31']
513 ['52', '5', '6', '51', '1', '25', '59', '31']
514 ['52', '5', '6', '51', '1', '25', '59', '31']
515 ['52', '5', '6', '51', '1', '25', '59', '31']
516 ['52', '5', '6', '51', '1', '25', '59', '31']
517 ['52', '5', '6', '51', '1', '25', '59', '31']
518 ['52', '5', '6', '51', '1', '25', '59', '31']
529 ['52', '5', '6', '51', '1', '25', '59', '4']
530 ['52', '5', '6', '51', '1', '25', '59', '4']
531 ['52', '5', '6', '51', '1', '25', '59', '4']
532 ['52', '5', '6', '51', '1', '25', '59', '4']
533 ['52', '5', '6', '51', '1', '25', '59', '4']
534 ['52', '5', '6', '51', '1', '25', '59', '4']
535 ['52', '5', '6', '51', '1', '25', '59', '4']
536 ['52', '5', '6', '51', '1', '25', '59', '4']
537 ['52', '5', '6', '51', '1', '25', '59', '4']
538 ['52', '5', '6', '51', '1', '25', '59', '4']
549 ['52', '5', '6', '51', '1', '59', '25', '45']
550 ['52', '5', '6', '51', '1', '59', '25', '45']
551 ['52', '5', '6', '51', '1', '59', '25', '45']
552 ['52', '5', '6', '51', '1', '59', '25', '45']
553 ['52', '5', '6', '51', '1', '59', '25', '45']
554 ['52', '5', '6', '51', '1', '59', '25', '45']
555 ['52', '5', '6', '51', '1', '59', '25', '45']
556 ['52', '5', '6', '51', '1', '59', '25', '45']
557 ['52', '5', '6', '51', '1', '59', '25', '45']
558 ['52', '5', '6', '51', '1', '59', '25', '45']
569 ['6', '1', '59', '25', '52', '51', '5', '1']
570 ['6', '1', '59', '25', '52', '51', '5', '1']
571 ['6', '1', '59', '25', '52', '51', '5', '1']
572 ['6', '1', '59', '25', '52', '51', '5', '1']
573 ['6', '1', '59', '25', '52', '51', '5', '1']
574 ['6', '1', '59', '25', '52', '51', '5', '1']
575 ['6', '1', '59', '25', '52', '51', '5', '1']
576 ['6', '1', '59', '25', '52', '51', '5', '1']
577 ['59', '25', '51', '1', '6', '5', '52', '54']
578 ['59', '25', '51', '1', '6', '5', '52', '54']
579 ['59', '25', '51', '1', '6', '5', '52', '54']
580 ['59', '25', '51', '1', '6', '5', '52', '54']
581 ['59', '25', '51', '1', '6', '5', '52', '54']
582 ['59', '25', '51', '1', '6', '5', '52', '54']
583 ['59', '25', '51', '1', '6', '5', '52', '54']
584 ['59', '25', '51', '1', '6', '5', '52', '54']
585 ['59', '25', '51', '1', '6', '5', '52', '54']
586 ['59', '25', '51', '1', '6', '5', '52', '54']
587 ['59', '25', '51', '1', '6', '5', '52', '54']
598 ['59', '25', '1', '6', '5', '51', '52', '57']
599 ['59', '25', '1', '6', '5', '51', '52', '57']
600 ['59', '25', '1', '6', '5', '51', '52', '57']
601 ['59', '25', '1', '6', '5', '51', '52', '57']
602 ['59', '25', '1', '6', '5', '51', '52', '57']
603 ['59', '25', '1', '6', '5', '51', '52', '57']
604 ['59', '25', '1', '6', '5', '51', '52', '57']
605 ['59', '25', '1', '6', '5', '51', '52', '57']
606 ['59', '25', '1', '6', '5', '51', '52', '57']
607 ['59', '25', '1', '6', '5', '51', '52', '57']
618 ['59', '25', '6', '5', '52', '1', '51', '10']
619 ['59', '25', '6', '5', '52', '1', '51', '10']
620 ['59', '25', '6', '5', '52', '1', '51', '10']
621 ['59', '25', '6', '5', '52', '1', '51', '10']
622 ['59', '25', '6', '5', '52', '1', '51', '10']
623 ['59', '25', '6', '5', '52', '1', '51', '10']
624 ['59', '25', '6', '5', '52', '1', '51', '10']
625 ['59', '25', '6', '5', '52', '1', '51', '10']
626 ['59', '25', '6', '5', '52', '1', '51', '10']
627 ['59', '25', '6', '5', '52', '1', '51', '10']
638 ['59', '25', '6', '5', '1', '51', '52', '37']
639 ['59', '25', '6', '5', '1', '51', '52', '37']
640 ['59', '25', '6', '5', '1', '51', '52', '37']
641 ['59', '25', '6', '5', '1', '51', '52', '37']
642 ['59', '25', '6', '5', '1', '51', '52', '37']
643 ['59', '25', '6', '5', '1', '51', '52', '37']
644 ['59', '25', '6', '5', '1', '51', '52', '37']
645 ['59', '25', '6', '5', '1', '51', '52', '37']
646 ['59', '25', '6', '5', '1', '51', '52', '37']
647 ['59', '25', '6', '5', '1', '51', '52', '37']
658 ['25', '6', '51', '52', '5', '59', '1', '54']
659 ['25', '6', '51', '52', '5', '59', '1', '54']
660 ['25', '6', '51', '52', '5', '59', '1', '54']
661 ['25', '6', '51', '52', '5', '59', '1', '54']
662 ['25', '6', '51', '52', '5', '59', '1', '54']
663 ['25', '6', '51', '52', '5', '59', '1', '54']
664 ['25', '6', '51', '52', '5', '59', '1', '54']
665 ['25', '6', '51', '52', '5', '59', '1', '54']
666 ['25', '6', '51', '52', '5', '59', '1', '54']
667 ['25', '6', '51', '52', '5', '59', '1', '54']
678 ['25', '6', '51', '52', '5', '59', '1', '26']
679 ['25', '6', '51', '52', '5', '59', '1', '26']
680 ['25', '6', '51', '52', '5', '59', '1', '26']
681 ['25', '6', '51', '52', '5', '59', '1', '26']
682 ['25', '6', '51', '52', '5', '59', '1', '26']
683 ['25', '6', '51', '52', '5', '59', '1', '26']
684 ['25', '6', '51', '52', '5', '59', '1', '26']
685 ['25', '6', '51', '52', '5', '59', '1', '26']
686 ['25', '6', '51', '52', '5', '59', '1', '26']
687 ['25', '6', '51', '52', '5', '59', '1', '26']
698 ['6', '52', '5', '59', '1', '51', '25', '8']
699 ['6', '52', '5', '59', '1', '51', '25', '8']
700 ['6', '52', '5', '59', '1', '51', '25', '8']
701 ['6', '52', '5', '59', '1', '51', '25', '8']
702 ['6', '52', '5', '59', '1', '51', '25', '8']
703 ['6', '52', '5', '59', '1', '51', '25', '8']
704 ['6', '52', '5', '59', '1', '51', '25', '8']
705 ['6', '52', '5', '59', '1', '51', '25', '8']
706 ['6', '52', '5', '59', '1', '51', '25', '8']
707 ['6', '52', '5', '59', '1', '51', '25', '8']
718 ['52', '5', '59', '51', '25', '1', '6', '6']
719 ['52', '5', '59', '51', '25', '1', '6', '6']
720 ['52', '5', '59', '51', '25', '1', '6', '6']
721 ['52', '59', '51', '25', '1', '6', '5', '54']
722 ['52', '59', '51', '25', '1', '6', '5', '54']
723 ['52', '59', '51', '25', '1', '6', '5', '54']
724 ['52', '59', '51', '25', '1', '6', '5', '54']
725 ['52', '59', '51', '25', '1', '6', '5', '54']
726 ['52', '59', '51', '25', '1', '6', '5', '54']
727 ['52', '59', '51', '25', '1', '6', '5', '54']
728 ['52', '59', '51', '25', '1', '6', '5', '54']
729 ['52', '59', '51', '25', '1', '6', '5', '54']
730 ['52', '59', '51', '25', '1', '6', '5', '54']
731 ['52', '59', '51', '25', '1', '6', '5', '54']
742 ['52', '59', '51', '25', '1', '5', '6', '38']
743 ['52', '59', '51', '25', '1', '5', '6', '38']
744 ['52', '59', '51', '25', '1', '5', '6', '38']
745 ['52', '59', '51', '25', '1', '5', '6', '38']
746 ['52', '59', '51', '25', '1', '5', '6', '38']
747 ['52', '59', '51', '25', '1', '5', '6', '38']
748 ['52', '59', '51', '25', '1', '5', '6', '38']
749 ['52', '59', '51', '25', '1', '5', '6', '38']
750 ['52', '59', '51', '25', '1', '5', '6', '38']
751 ['52', '59', '51', '25', '1', '5', '6', '38']
762 ['59', '25', '5', '6', '51', '1', '52', '54']
763 ['59', '25', '5', '6', '51', '1', '52', '54']
764 ['59', '25', '5', '6', '51', '1', '52', '54']
765 ['59', '25', '5', '6', '51', '1', '52', '54']
766 ['59', '25', '5', '6', '51', '1', '52', '54']
767 ['59', '25', '5', '6', '51', '1', '52', '54']
768 ['59', '25', '5', '6', '51', '1', '52', '54']
769 ['59', '25', '5', '6', '51', '1', '52', '54']
770 ['59', '25', '5', '6', '51', '1', '52', '54']
771 ['59', '25', '5', '6', '51', '1', '52', '54']
782 ['25', '6', '51', '1', '59', '5', '52', '61']
783 ['25', '6', '51', '1', '59', '5', '52', '61']
784 ['25', '6', '51', '1', '59', '5', '52', '61']
785 ['25', '6', '51', '1', '59', '5', '52', '61']
786 ['25', '6', '51', '1', '59', '5', '52', '61']
787 ['25', '6', '51', '1', '59', '5', '52', '61']
788 ['25', '6', '51', '1', '59', '5', '52', '61']
789 ['25', '6', '51', '1', '59', '5', '52', '61']
790 ['25', '6', '51', '1', '59', '5', '52', '61']
791 ['25', '6', '51', '1', '59', '5', '52', '61']
802 ['25', '51', '59', '5', '6', '52', '1', '8']
803 ['25', '51', '59', '5', '6', '52', '1', '8']
804 ['25', '51', '59', '5', '6', '52', '1', '8']
805 ['25', '51', '59', '5', '6', '52', '1', '8']
806 ['25', '51', '59', '5', '6', '52', '1', '8']
807 ['25', '51', '59', '5', '6', '52', '1', '8']
808 ['25', '51', '59', '5', '6', '52', '1', '8']
809 ['25', '51', '59', '5', '6', '52', '1', '8']
810 ['25', '51', '59', '5', '6', '52', '1', '8']
811 ['25', '51', '59', '5', '6', '52', '1', '8']
822 ['25', '51', '59', '6', '1', '5', '52', '29']
823 ['25', '51', '59', '6', '1', '5', '52', '29']
824 ['25', '51', '59', '6', '1', '5', '52', '29']
825 ['25', '51', '59', '6', '1', '5', '52', '29']
826 ['25', '51', '59', '6', '1', '5', '52', '29']
827 ['25', '51', '59', '6', '1', '5', '52', '29']
828 ['25', '51', '59', '6', '1', '5', '52', '29']
829 ['25', '51', '59', '6', '1', '5', '52', '29']
830 ['25', '51', '59', '6', '1', '5', '52', '29']
831 ['25', '51', '59', '6', '1', '5', '52', '29']
842 ['51', '6', '1', '5', '59', '25', '52', '36']
843 ['51', '6', '1', '5', '59', '25', '52', '36']
844 ['51', '6', '1', '5', '59', '25', '52', '36']
845 ['51', '6', '1', '5', '59', '25', '52', '36']
846 ['51', '6', '1', '5', '59', '25', '52', '36']
847 ['51', '6', '1', '5', '59', '25', '52', '36']
848 ['51', '6', '1', '5', '59', '25', '52', '36']
849 ['51', '6', '1', '5', '59', '25', '52', '36']
850 ['51', '6', '1', '5', '59', '25', '52', '36']
851 ['51', '6', '1', '5', '59', '25', '52', '36']
862 ['51', '6', '1', '59', '52', '25', '5', '24']
863 ['51', '6', '1', '59', '52', '25', '5', '24']
864 ['51', '6', '1', '59', '52', '25', '5', '24']
865 ['51', '6', '1', '59', '52', '25', '5', '24']
866 ['51', '6', '1', '59', '52', '25', '5', '24']
867 ['51', '6', '1', '59', '52', '25', '5', '54']
868 ['51', '6', '1', '59', '52', '25', '5', '54']
869 ['51', '6', '1', '59', '52', '25', '5', '54']
870 ['51', '6', '1', '59', '52', '25', '5', '54']
871 ['51', '6', '1', '59', '52', '25', '5', '54']
872 ['51', '6', '1', '59', '52', '25', '5', '54']
873 ['51', '6', '1', '59', '52', '25', '5', '54']
874 ['51', '6', '1', '59', '52', '25', '5', '54']
875 ['51', '6', '1', '59', '52', '25', '5', '54']
876 ['51', '6', '1', '59', '52', '25', '5', '54']
877 ['51', '6', '1', '59', '52', '25', '5', '54']
888 ['51', '6', '59', '52', '25', '5', '1', '61']
889 ['51', '6', '59', '52', '25', '5', '1', '61']
890 ['51', '6', '59', '52', '25', '5', '1', '61']
891 ['51', '6', '59', '52', '25', '5', '1', '61']
892 ['51', '6', '59', '52', '25', '5', '1', '61']
893 ['51', '6', '59', '52', '25', '5', '1', '61']
894 ['51', '6', '59', '52', '25', '5', '1', '61']
895 ['51', '6', '59', '52', '25', '5', '1', '61']
896 ['51', '6', '59', '52', '25', '5', '1', '61']
897 ['51', '6', '59', '52', '25', '5', '1', '61']
908 ['51', '59', '52', '25', '5', '1', '6', '11']
909 ['51', '59', '52', '25', '5', '1', '6', '11']
910 ['51', '59', '52', '25', '5', '1', '6', '11']
911 ['51', '59', '52', '25', '5', '1', '6', '11']
912 ['51', '59', '52', '25', '5', '1', '6', '11']
913 ['51', '59', '52', '25', '5', '1', '6', '11']
914 ['51', '59', '52', '25', '5', '1', '6', '11']
915 ['51', '59', '52', '25', '5', '1', '6', '11']
916 ['51', '59', '52', '25', '5', '1', '6', '11']
917 ['51', '59', '52', '25', '5', '1', '6', '11']
928 ['51', '59', '52', '25', '5', '1', '6', '38']
929 ['51', '59', '52', '25', '5', '1', '6', '38']
930 ['51', '59', '52', '25', '5', '1', '6', '38']
931 ['51', '59', '52', '25', '5', '1', '6', '38']
932 ['51', '59', '52', '25', '5', '1', '6', '38']
933 ['51', '59', '52', '25', '5', '1', '6', '38']
934 ['51', '59', '52', '25', '5', '1', '6', '38']
935 ['51', '59', '52', '25', '5', '1', '6', '38']
936 ['51', '59', '52', '25', '5', '1', '6', '38']
937 ['51', '59', '52', '25', '5', '1', '6', '38']
948 ['52', '25', '1', '59', '51', '5', '6', '13']
